date,price
2013-03-29,318.50
2013-04-01,319.50
2013-04-02,319.50
2013-04-03,319.50
2013-04-08,315.00
2013-04-09,315.00
2013-04-10,315.00
2013-04-11,315.00
2013-04-12,315.00
2013-04-15,315.00
2013-04-16,296.97
2013-04-17,282.12
2013-04-18,275.50
2013-04-19,282.19
2013-04-22,283.32
2013-04-23,282.31
2013-04-24,284.91
2013-04-25,290.60
2013-04-26,292.84
2013-05-02,286.66
2013-05-03,291.61
2013-05-06,293.03
2013-05-07,293.03
2013-05-08,293.03
2013-05-09,293.03
2013-05-10,293.03
2013-05-13,293.03
2013-05-14,284.88
2013-05-15,284.88
2013-05-16,279.73
2013-05-17,277.92
2013-05-20,273.02
2013-05-21,281.88
2013-05-22,281.20
2013-05-23,279.11
2013-05-24,279.59
2013-05-27,279.92
2013-05-28,279.31
2013-05-29,277.90
2013-05-30,281.92
2013-05-31,283.77
2013-06-03,279.51
2013-06-04,280.79
2013-06-05,279.90
2013-06-06,277.75
2013-06-07,279.30
2013-06-13,280.33
2013-06-14,275.10
2013-06-17,276.31
2013-06-18,275.84
2013-06-19,274.32
2013-06-20,270.24
2013-06-21,259.77
2013-06-24,257.50
2013-06-25,259.05
2013-06-26,252.90
2013-06-27,252.05
2013-06-28,242.45
2013-07-01,252.00
2013-07-02,251.10
2013-07-03,251.10
2013-07-04,251.10
2013-07-05,251.10
2013-07-08,251.10
2013-07-09,253.05
2013-07-10,252.50
2013-07-11,252.50
2013-07-12,252.50
2013-07-15,252.50
2013-07-16,258.30
2013-07-17,259.85
2013-07-18,255.00
2013-07-19,258.80
2013-07-22,262.40
2013-07-23,265.60
2013-07-24,266.10
2013-07-25,263.15
2013-07-26,266.35
2013-07-29,263.65
2013-07-30,264.65
2013-07-31,268.05
2013-08-01,265.10
2013-08-02,254.40
2013-08-05,262.00
2013-08-06,258.60
2013-08-07,256.50
2013-08-08,257.05
2013-08-09,257.05
2013-08-12,267.00
2013-08-13,268.10
2013-08-14,268.10
2013-08-15,268.10
2013-08-16,272.35
2013-08-19,274.50
2013-08-20,271.15
2013-08-21,273.55
2013-08-22,272.10
2013-08-23,275.20
2013-08-26,279.25
2013-08-27,278.10
2013-08-28,284.25
2013-08-29,281.55
2013-08-30,279.00
2013-09-02,279.00
2013-09-03,279.00
2013-09-04,279.00
2013-09-05,275.00
2013-09-06,272.50
2013-09-09,272.10
2013-09-10,272.00
2013-09-11,264.00
2013-09-12,268.05
2013-09-13,268.05
2013-09-16,268.05
2013-09-17,261.20
2013-09-18,261.35
2013-09-23,262.20
2013-09-24,262.60
2013-09-25,261.35
2013-09-26,263.80
2013-09-27,258.40
2013-09-30,263.05
2013-10-08,256.70
2013-10-09,258.50
2013-10-10,258.50
2013-10-11,258.50
2013-10-14,258.50
2013-10-15,258.50
2013-10-16,255.50
2013-10-17,254.00
2013-10-18,263.20
2013-10-21,261.85
2013-10-22,261.90
2013-10-23,263.80
2013-10-24,264.30
2013-10-25,264.15
2013-10-28,264.95
2013-10-29,265.85
2013-10-30,263.25
2013-10-31,262.80
2013-11-01,261.75
2013-11-04,260.80
2013-11-05,260.80
2013-11-06,260.80
2013-11-07,259.15
2013-11-08,257.50
2013-11-11,253.75
2013-11-12,251.00
2013-11-13,251.55
2013-11-14,251.55
2013-11-15,251.55
2013-11-18,255.05
2013-11-19,252.60
2013-11-20,253.25
2013-11-21,248.70
2013-11-22,248.30
2013-11-25,245.65
2013-11-26,248.95
2013-11-27,247.15
2013-11-28,245.55
2013-11-29,244.75
2013-12-02,246.15
2013-12-03,242.05
2013-12-04,241.35
2013-12-05,243.75
2013-12-06,241.60
2013-12-09,241.05
2013-12-10,243.75
2013-12-11,245.45
2013-12-12,244.00
2013-12-13,239.80
2013-12-16,240.50
2013-12-17,244.45
2013-12-18,242.50
2013-12-19,240.35
2013-12-20,235.80
2013-12-23,237.65
2013-12-24,237.00
2013-12-25,238.45
2013-12-26,238.30
2013-12-27,240.05
2013-12-30,238.20
2013-12-31,239.50
2014-01-02,240.40
2014-01-03,242.00
2014-01-06,244.35
2014-01-07,244.00
2014-01-08,240.10
2014-01-09,239.05
2014-01-10,241.05
2014-01-13,244.00
2014-01-14,244.50
2014-01-15,244.50
2014-01-16,242.85
2014-01-17,244.25
2014-01-20,243.40
2014-01-21,244.60
2014-01-22,242.85
2014-01-23,242.20
2014-01-24,245.70
2014-01-27,247.60
2014-01-28,245.90
2014-01-29,244.80
2014-01-30,250.90
2014-02-07,249.35
2014-02-10,250.00
2014-02-11,249.00
2014-02-12,252.00
2014-02-13,255.25
2014-02-14,255.25
2014-02-17,255.25
2014-02-18,258.35
2014-02-19,259.10
2014-02-20,257.50
2014-02-21,258.65
2014-02-24,260.05
2014-02-25,261.25
2014-02-26,265.45
2014-02-27,261.35
2014-02-28,263.30
2014-03-03,262.25
2014-03-04,261.10
2014-03-05,261.10
2014-03-06,263.00
2014-03-07,263.75
2014-03-10,262.95
2014-03-11,262.95
2014-03-12,265.00
2014-03-13,265.00
2014-03-14,265.00
2014-03-17,268.00
2014-03-18,268.70
2014-03-19,271.05
2014-03-20,265.20
2014-03-21,265.50
2014-03-24,264.05
2014-03-25,261.75
2014-03-26,262.05
2014-03-27,262.90
2014-03-28,259.40
2014-03-31,259.50
2014-04-01,260.15
2014-04-02,260.15
2014-04-03,258.95
2014-04-04,258.95
2014-04-08,257.00
2014-04-09,259.80
2014-04-10,259.80
2014-04-11,259.80
2014-04-14,259.80
2014-04-15,259.80
2014-04-16,259.95
2014-04-17,259.75
2014-04-18,258.25
2014-04-21,256.05
2014-04-22,258.45
2014-04-23,257.20
2014-04-24,257.00
2014-04-25,258.70
2014-04-28,261.70
2014-04-29,260.25
2014-04-30,262.45
2014-05-05,261.05
2014-05-06,261.05
2014-05-07,262.00
2014-05-08,262.00
2014-05-09,262.00
2014-05-12,262.00
2014-05-13,262.00
2014-05-14,262.00
2014-05-15,262.00
2014-05-16,260.20
2014-05-19,260.55
2014-05-20,259.40
2014-05-21,259.75
2014-05-22,260.00
2014-05-23,260.05
2014-05-26,259.65
2014-05-27,258.80
2014-05-28,255.95
2014-05-29,253.00
2014-05-30,253.65
2014-06-03,251.40
2014-06-04,251.90
2014-06-05,251.80
2014-06-06,253.80
2014-06-09,252.65
2014-06-10,251.80
2014-06-11,253.05
2014-06-12,252.60
2014-06-13,253.05
2014-06-16,255.00
2014-06-17,255.15
2014-06-18,254.65
2014-06-19,255.80
2014-06-20,262.75
2014-06-23,261.55
2014-06-24,261.80
2014-06-25,265.55
2014-06-26,262.50
2014-06-27,262.50
2014-06-30,265.00
2014-07-01,263.50
2014-07-02,263.50
2014-07-03,263.50
2014-07-04,255.05
2014-07-07,259.90
2014-07-08,260.05
2014-07-09,260.05
2014-07-10,260.05
2014-07-11,260.05
2014-07-14,260.05
2014-07-15,260.05
2014-07-16,259.40
2014-07-17,260.30
2014-07-18,262.35
2014-07-21,261.15
2014-07-22,261.00
2014-07-23,261.10
2014-07-24,259.55
2014-07-25,257.75
2014-07-28,259.60
2014-07-29,259.75
2014-07-30,257.40
2014-07-31,257.50
2014-08-01,256.00
2014-08-04,256.00
2014-08-05,256.00
2014-08-06,256.00
2014-08-07,256.00
2014-08-08,260.00
2014-08-11,260.00
2014-08-12,258.00
2014-08-13,258.05
2014-08-14,258.05
2014-08-15,258.05
2014-08-18,256.95
2014-08-19,260.55
2014-08-20,258.70
2014-08-21,257.30
2014-08-22,257.30
2014-08-25,252.10
2014-08-26,254.00
2014-08-27,257.35
2014-08-28,257.75
2014-08-29,258.00
2014-09-01,261.45
2014-09-02,261.45
2014-09-03,261.45
2014-09-04,261.45
2014-09-05,261.45
2014-09-09,261.45
2014-09-10,261.45
2014-09-11,261.45
2014-09-12,261.45
2014-09-15,261.45
2014-09-16,244.80
2014-09-17,245.60
2014-09-18,245.60
2014-09-19,242.55
2014-09-22,242.25
2014-09-23,242.25
2014-09-24,242.25
2014-09-25,240.40
2014-09-26,242.50
2014-09-29,240.70
2014-09-30,240.25
2014-10-08,239.00
2014-10-09,239.00
2014-10-10,239.00
2014-10-13,236.95
2014-10-14,236.95
2014-10-15,236.95
2014-10-16,241.30
2014-10-17,246.45
2014-10-20,246.15
2014-10-21,247.00
2014-10-22,244.85
2014-10-23,244.65
2014-10-24,248.55
2014-10-27,243.15
2014-10-28,242.90
2014-10-29,242.90
2014-10-30,242.90
2014-10-31,242.90
2014-11-03,242.90
2014-11-04,242.90
2014-11-05,242.90
2014-11-06,242.90
2014-11-07,242.90
2014-11-10,242.90
2014-11-11,242.90
2014-11-12,242.90
2014-11-13,242.90
2014-11-14,242.90
2014-11-17,242.90
2014-11-18,235.00
2014-11-19,235.80
2014-11-20,233.60
2014-11-21,235.90
2014-11-24,237.50
2014-11-25,237.50
2014-11-26,237.45
2014-11-27,236.50
2014-11-28,235.25
2014-12-01,228.55
2014-12-02,238.70
2014-12-03,237.50
2014-12-04,238.40
2014-12-05,238.05
2014-12-08,235.80
2014-12-09,238.70
2014-12-10,243.15
2014-12-11,240.55
2014-12-12,240.55
2014-12-15,240.05
2014-12-16,238.75
2014-12-17,238.50
2014-12-18,240.10
2014-12-19,240.80
2014-12-22,240.55
2014-12-23,236.70
2014-12-24,237.15
2014-12-25,236.25
2014-12-26,237.25
2014-12-29,239.45
2014-12-30,238.65
2014-12-31,242.20
2015-01-05,236.20
2015-01-06,239.15
2015-01-07,239.15
2015-01-08,242.50
2015-01-09,242.00
2015-01-12,245.55
2015-01-13,249.30
2015-01-14,249.30
2015-01-15,249.30
2015-01-16,251.90
2015-01-19,256.00
2015-01-20,255.95
2015-01-21,260.05
2015-01-22,256.55
2015-01-23,259.35
2015-01-26,260.00
2015-01-27,257.20
2015-01-28,259.65
2015-01-29,258.00
2015-01-30,252.45
2015-02-02,255.85
2015-02-03,255.85
2015-02-04,254.00
2015-02-05,251.05
2015-02-06,257.00
2015-02-09,257.00
2015-02-10,257.00
2015-02-11,249.20
2015-02-12,249.20
2015-02-13,249.20
2015-02-16,249.20
2015-02-17,247.85
2015-02-25,245.10
2015-02-26,244.60
2015-02-27,244.60
2015-03-02,244.60
2015-03-03,244.60
2015-03-04,244.60
2015-03-05,244.60
2015-03-06,244.60
2015-03-09,244.60
2015-03-10,244.60
2015-03-11,244.60
2015-03-12,244.60
2015-03-13,244.60
2015-03-16,244.60
2015-03-17,234.85
2015-03-18,233.35
2015-03-19,236.25
2015-03-20,235.00
2015-03-23,238.35
2015-03-24,239.75
2015-03-25,239.45
2015-03-26,240.65
2015-03-27,240.80
2015-03-30,238.70
2015-03-31,237.00
2015-04-01,237.10
2015-04-02,240.00
2015-04-03,240.00
2015-04-07,240.00
2015-04-08,240.00
2015-04-09,240.00
2015-04-10,240.00
2015-04-13,240.00
2015-04-14,238.50
2015-04-15,238.50
2015-04-16,240.00
2015-04-17,239.55
2015-04-20,241.40
2015-04-21,239.70
2015-04-22,240.50
2015-04-23,237.90
2015-04-24,239.05
2015-04-27,237.45
2015-04-28,240.45
2015-04-29,240.70
2015-04-30,236.25
2015-05-04,239.65
2015-05-05,239.65
2015-05-06,239.65
2015-05-07,237.90
2015-05-08,237.90
2015-05-11,237.90
2015-05-12,237.90
2015-05-13,237.90
2015-05-14,242.05
2015-05-15,242.05
2015-05-18,245.40
2015-05-19,244.00
2015-05-20,240.75
2015-05-21,241.60
2015-05-22,241.30
2015-05-25,241.00
2015-05-26,239.00
2015-05-27,238.05
2015-05-28,237.40
2015-05-29,236.30
2015-06-01,236.05
2015-06-02,235.50
2015-06-03,236.35
2015-06-04,234.35
2015-06-05,234.30
2015-06-08,232.85
2015-06-09,234.00
2015-06-10,234.70
2015-06-11,235.80
2015-06-12,235.05
2015-06-15,234.50
2015-06-16,237.55
2015-06-17,234.35
2015-06-18,237.40
2015-06-19,239.00
2015-06-23,237.85
2015-06-24,235.95
2015-06-25,235.30
2015-06-26,235.00
2015-06-29,236.70
2015-06-30,234.05
2015-07-01,233.00
2015-07-02,231.75
2015-07-03,231.75
2015-07-06,231.75
2015-07-07,235.00
2015-07-08,223.20
2015-07-09,230.95
2015-07-10,230.50
2015-07-13,232.65
2015-07-14,232.65
2015-07-15,232.65
2015-07-16,229.80
2015-07-17,228.60
2015-07-20,223.65
2015-07-21,220.20
2015-07-22,219.05
2015-07-23,219.15
2015-07-24,216.40
2015-07-27,219.40
2015-07-28,217.85
2015-07-29,218.55
2015-07-30,217.00
2015-07-31,215.50
2015-08-03,216.20
2015-08-04,214.95
2015-08-05,217.85
2015-08-06,216.00
2015-08-07,216.00
2015-08-10,218.40
2015-08-11,221.90
2015-08-12,226.15
2015-08-13,226.15
2015-08-14,229.00
2015-08-17,229.00
2015-08-18,230.40
2015-08-19,230.30
2015-08-20,235.15
2015-08-21,238.05
2015-08-24,238.85
2015-08-25,237.65
2015-08-26,235.00
2015-08-27,232.65
2015-08-28,233.65
2015-08-31,234.20
2015-09-01,238.90
2015-09-02,237.80
2015-09-07,228.00
2015-09-08,228.00
2015-09-09,228.00
2015-09-10,228.00
2015-09-11,228.00
2015-09-14,228.00
2015-09-15,228.00
2015-09-16,227.75
2015-09-17,231.05
2015-09-18,232.50
2015-09-21,234.00
2015-09-22,234.00
2015-09-23,232.25
2015-09-24,234.75
2015-09-25,236.70
2015-09-28,235.50
2015-09-29,232.45
2015-09-30,233.05
2015-10-08,234.50
2015-10-09,235.00
2015-10-12,236.00
2015-10-13,235.90
2015-10-14,235.90
2015-10-15,235.90
2015-10-16,235.30
2015-10-19,235.30
2015-10-20,235.30
2015-10-21,235.30
2015-10-22,235.30
2015-10-23,235.30
2015-10-26,237.25
2015-10-27,240.30
2015-10-28,239.50
2015-10-29,235.75
2015-10-30,242.10
2015-11-02,242.10
2015-11-03,242.10
2015-11-04,242.10
2015-11-05,242.10
2015-11-06,242.10
2015-11-09,242.10
2015-11-10,242.10
2015-11-11,242.10
2015-11-12,242.10
2015-11-13,242.10
2015-11-16,242.10
2015-11-17,222.35
2015-11-18,221.15
2015-11-19,221.95
2015-11-20,223.40
2015-11-23,220.55
2015-11-24,220.70
2015-11-25,222.05
2015-11-26,220.90
2015-11-27,220.30
2015-11-30,216.90
2015-12-01,220.35
2015-12-02,220.00
2015-12-03,217.45
2015-12-04,218.85
2015-12-07,223.55
2015-12-08,221.85
2015-12-09,222.20
2015-12-10,222.00
2015-12-11,220.70
2015-12-14,220.85
2015-12-15,220.10
2015-12-16,222.60
2015-12-17,223.10
2015-12-18,221.90
2015-12-21,224.50
2015-12-22,224.95
2015-12-23,224.15
2015-12-24,224.05
2015-12-25,224.60
2015-12-28,223.85
2015-12-29,224.25
2015-12-30,224.05
2015-12-31,222.80
2016-01-04,223.00
2016-01-05,225.05
2016-01-06,226.80
2016-01-07,229.05
2016-01-08,233.90
2016-01-11,232.05
2016-01-12,234.00
2016-01-13,234.00
2016-01-14,234.00
2016-01-15,234.00
2016-01-18,231.90
2016-01-19,231.35
2016-01-20,232.10
2016-01-21,233.90
2016-01-22,232.25
2016-01-25,233.95
2016-01-26,234.20
2016-01-27,237.55
2016-01-28,236.20
2016-01-29,235.10
2016-02-01,236.85
2016-02-02,239.00
2016-02-03,241.30
2016-02-04,241.30
2016-02-05,241.30
2016-02-15,241.30
2016-02-16,252.25
2016-02-17,253.50
2016-02-18,254.50
2016-02-19,256.50
2016-02-22,254.75
2016-02-23,254.95
2016-02-24,257.65
2016-02-25,262.00
2016-02-26,260.60
2016-02-29,257.95
2016-03-01,255.05
2016-03-02,255.05
2016-03-03,255.05
2016-03-04,255.05
2016-03-07,255.05
2016-03-08,255.05
2016-03-09,255.05
2016-03-10,255.05
2016-03-11,255.05
2016-03-14,255.05
2016-03-15,255.05
2016-03-16,258.70
2016-03-17,263.30
2016-03-18,263.60
2016-03-21,259.40
2016-03-22,259.60
2016-03-23,260.60
2016-03-24,255.85
2016-03-25,255.80
2016-03-28,254.45
2016-03-29,257.20
2016-03-30,263.50
2016-03-31,245.65
2016-04-01,245.65
2016-04-05,254.20
2016-04-06,254.20
2016-04-07,248.20
2016-04-08,248.20
2016-04-11,257.00
2016-04-12,257.00
2016-04-13,257.00
2016-04-14,257.00
2016-04-15,256.00
2016-04-18,257.35
2016-04-19,255.95
2016-04-20,260.05
2016-04-21,263.50
2016-04-22,259.80
2016-04-25,259.40
2016-04-26,259.70
2016-04-27,260.70
2016-04-28,260.80
2016-04-29,263.05
2016-05-03,262.30
2016-05-04,262.30
2016-05-05,262.30
2016-05-06,262.30
2016-05-09,262.30
2016-05-10,262.30
2016-05-11,262.30
2016-05-12,262.30
2016-05-13,262.30
2016-05-16,262.30
2016-05-17,267.80
2016-05-18,267.75
2016-05-19,263.90
2016-05-20,264.05
2016-05-23,263.25
2016-05-24,261.80
2016-05-25,257.95
2016-05-26,259.00
2016-05-27,257.90
2016-05-30,254.60
2016-05-31,256.95
2016-06-01,257.65
2016-06-02,257.90
2016-06-03,257.50
2016-06-06,262.55
2016-06-07,262.70
2016-06-08,264.90
2016-06-13,271.05
2016-06-14,271.20
2016-06-15,272.00
2016-06-16,277.90
2016-06-17,273.25
2016-06-20,275.45
2016-06-21,274.80
2016-06-22,271.30
2016-06-23,270.30
2016-06-24,278.90
2016-06-27,278.70
2016-06-28,280.30
2016-06-29,283.95
2016-06-30,281.00
2016-07-01,281.00
2016-07-04,281.00
2016-07-05,281.00
2016-07-06,281.00
2016-07-07,281.00
2016-07-08,281.00
2016-07-11,281.00
2016-07-12,281.00
2016-07-13,281.00
2016-07-14,281.00
2016-07-15,281.00
2016-07-18,287.95
2016-07-19,287.75
2016-07-20,287.60
2016-07-21,283.60
2016-07-22,283.60
2016-07-25,282.65
2016-07-26,284.40
2016-07-27,283.75
2016-07-28,287.00
2016-07-29,281.15
2016-08-01,286.00
2016-08-02,286.00
2016-08-03,286.00
2016-08-04,286.00
2016-08-05,286.00
2016-08-08,281.20
2016-08-09,282.00
2016-08-10,295.20
2016-08-11,290.00
2016-08-12,297.50
2016-08-15,297.50
2016-08-16,286.90
2016-08-17,287.85
2016-08-18,287.05
2016-08-19,287.05
2016-08-22,287.05
2016-08-23,286.80
2016-08-24,286.95
2016-08-25,285.65
2016-08-26,285.55
2016-08-29,285.15
2016-08-30,284.65
2016-08-31,283.80
2016-09-01,283.80
2016-09-02,283.80
2016-09-05,283.80
2016-09-06,283.80
2016-09-07,292.00
2016-09-08,293.30
2016-09-09,293.30
2016-09-12,293.30
2016-09-13,293.30
2016-09-14,293.30
2016-09-19,293.30
2016-09-20,284.15
2016-09-21,285.15
2016-09-22,286.00
2016-09-23,287.85
2016-09-26,287.95
2016-09-27,288.60
2016-09-28,289.40
2016-09-29,291.95
2016-09-30,286.65
2016-10-10,288.85
2016-10-11,278.00
2016-10-12,278.00
2016-10-13,268.00
2016-10-14,266.05
2016-10-17,266.05
2016-10-18,275.30
2016-10-19,275.30
2016-10-20,277.20
2016-10-21,280.05
2016-10-24,278.00
2016-10-25,277.15
2016-10-26,275.30
2016-10-27,272.90
2016-10-28,274.20
2016-10-31,279.00
2016-11-01,275.80
2016-11-02,275.80
2016-11-03,275.80
2016-11-04,275.80
2016-11-07,275.80
2016-11-08,275.80
2016-11-09,279.85
2016-11-10,279.85
2016-11-11,279.85
2016-11-14,279.85
2016-11-15,279.85
2016-11-16,274.05
2016-11-17,273.25
2016-11-18,270.35
2016-11-21,272.50
2016-11-22,273.25
2016-11-23,273.45
2016-11-24,270.65
2016-11-25,268.55
2016-11-28,271.10
2016-11-29,269.80
2016-11-30,268.20
2016-12-01,266.30
2016-12-02,265.60
2016-12-05,265.70
2016-12-06,265.15
2016-12-07,264.95
2016-12-08,266.80
2016-12-09,266.45
2016-12-12,262.75
2016-12-13,263.65
2016-12-14,264.50
2016-12-15,264.00
2016-12-16,262.65
2016-12-19,263.20
2016-12-20,263.30
2016-12-21,261.80
2016-12-22,258.80
2016-12-23,260.10
2016-12-26,260.40
2016-12-27,260.60
2016-12-28,262.35
2016-12-29,263.10
2016-12-30,264.05
2017-01-03,263.30
2017-01-04,262.55
2017-01-05,264.00
2017-01-06,264.00
2017-01-09,262.00
2017-01-10,267.00
2017-01-11,267.55
2017-01-12,267.55
2017-01-13,269.00
2017-01-16,269.00
2017-01-17,271.95
2017-01-18,270.05
2017-01-19,267.40
2017-01-20,268.50
2017-01-23,270.50
2017-01-24,268.70
2017-01-25,266.25
2017-01-26,265.20
2017-02-03,262.90
2017-02-06,262.90
2017-02-07,273.00
2017-02-08,269.85
2017-02-09,269.85
2017-02-10,269.85
2017-02-13,269.85
2017-02-14,269.85
2017-02-15,269.30
2017-02-16,273.15
2017-02-17,273.15
2017-02-20,275.30
2017-02-21,271.00
2017-02-22,271.00
2017-02-23,271.00
2017-02-24,279.60
2017-02-27,279.60
2017-02-28,279.60
2017-03-01,279.60
2017-03-02,279.60
2017-03-03,279.60
2017-03-06,279.60
2017-03-07,279.60
2017-03-08,279.60
2017-03-09,279.60
2017-03-10,279.60
2017-03-13,279.60
2017-03-14,279.60
2017-03-15,279.60
2017-03-16,270.65
2017-03-17,275.35
2017-03-20,276.05
2017-03-21,276.30
2017-03-22,276.75
2017-03-23,277.65
2017-03-24,277.25
2017-03-27,277.45
2017-03-28,280.80
2017-03-29,279.30
2017-03-30,278.95
2017-03-31,279.15
2017-04-05,279.15
2017-04-06,279.15
2017-04-07,279.15
2017-04-10,279.15
2017-04-11,279.15
2017-04-12,279.15
2017-04-13,279.15
2017-04-14,279.15
2017-04-17,279.15
2017-04-18,286.35
2017-04-19,286.40
2017-04-20,285.85
2017-04-21,285.15
2017-04-24,286.00
2017-04-25,285.60
2017-04-26,279.20
2017-04-27,282.10
2017-04-28,282.50
2017-05-02,282.25
2017-05-03,282.25
2017-05-04,282.25
2017-05-05,282.25
2017-05-08,282.25
2017-05-09,282.25
2017-05-10,282.25
2017-05-11,282.25
2017-05-12,282.25
2017-05-15,282.25
2017-05-16,277.00
2017-05-17,278.10
2017-05-18,280.30
2017-05-19,279.85
2017-05-22,280.55
2017-05-23,282.05
2017-05-24,279.00
2017-05-25,280.25
2017-05-26,280.45
2017-05-31,278.45
2017-06-01,278.90
2017-06-02,277.90
2017-06-05,281.55
2017-06-06,283.35
2017-06-07,283.70
2017-06-08,283.20
2017-06-09,280.50
2017-06-12,278.75
2017-06-13,279.60
2017-06-14,281.80
2017-06-15,281.00
2017-06-16,278.35
2017-06-19,278.35
2017-06-20,278.00
2017-06-21,278.00
2017-06-22,278.00
2017-06-23,278.00
2017-06-26,280.10
2017-06-27,275.60
2017-06-28,278.15
2017-06-29,278.15
2017-06-30,278.15
2017-07-03,278.15
2017-07-04,278.15
2017-07-05,278.15
2017-07-06,278.15
2017-07-07,278.15
2017-07-10,278.15
2017-07-11,278.15
2017-07-12,278.15
2017-07-13,278.15
2017-07-14,278.15
2017-07-17,278.15
2017-07-18,273.95
2017-07-19,272.85
2017-07-20,272.45
2017-07-21,271.05
2017-07-24,272.60
2017-07-25,273.80
2017-07-26,271.05
2017-07-27,275.30
2017-07-28,272.45
2017-07-31,275.50
2017-08-01,271.10
2017-08-02,271.10
2017-08-03,271.60
2017-08-04,271.60
2017-08-07,271.60
2017-08-08,271.60
2017-08-09,271.60
2017-08-10,278.00
2017-08-11,275.65
2017-08-14,275.65
2017-08-15,275.65
2017-08-16,271.00
2017-08-17,277.90
2017-08-18,277.90
2017-08-21,277.90
2017-08-22,277.90
2017-08-23,277.90
2017-08-24,277.90
2017-08-25,277.90
2017-08-28,277.90
2017-08-29,277.90
2017-08-30,277.90
2017-08-31,277.90
2017-09-01,277.90
2017-09-04,277.90
2017-09-05,277.90
2017-09-06,277.90
2017-09-07,277.90
2017-09-08,277.90
2017-09-11,277.90
2017-09-12,277.90
2017-09-13,277.90
2017-09-14,277.90
2017-09-15,277.90
2017-09-18,279.50
2017-09-19,278.60
2017-09-20,279.60
2017-09-21,276.30
2017-09-22,275.90
2017-09-25,275.80
2017-09-26,281.00
2017-09-27,279.85
2017-09-28,279.90
2017-09-29,278.10
2017-10-09,278.10
2017-10-10,278.10
2017-10-11,278.10
2017-10-12,278.10
2017-10-13,278.10
2017-10-16,278.10
2017-10-17,276.25
2017-10-18,276.25
2017-10-19,276.25
2017-10-20,276.25
2017-10-23,276.25
2017-10-24,274.60
2017-10-25,277.60
2017-10-26,277.60
2017-10-27,277.60
2017-10-30,273.05
2017-10-31,273.05
2017-11-01,273.05
2017-11-02,273.05
2017-11-03,273.05
2017-11-06,273.05
2017-11-07,273.05
2017-11-08,273.05
2017-11-09,273.05
2017-11-10,273.05
2017-11-13,273.05
2017-11-14,273.05
2017-11-15,273.05
2017-11-16,275.05
2017-11-17,276.20
2017-11-20,277.45
2017-11-21,276.00
2017-11-22,275.80
2017-11-23,276.10
2017-11-24,276.35
2017-11-27,276.40
2017-11-28,277.45
2017-11-29,277.45
2017-11-30,273.90
2017-12-01,272.00
2017-12-04,272.00
2017-12-05,271.85
2017-12-06,270.85
2017-12-07,268.65
2017-12-08,266.40
2017-12-11,265.50
2017-12-12,263.15
2017-12-13,265.45
2017-12-14,267.00
2017-12-15,268.50
2017-12-18,269.85
2017-12-19,270.85
2017-12-20,270.70
2017-12-21,270.05
2017-12-22,269.20
2017-12-25,271.65
2017-12-26,271.80
2017-12-27,271.75
2017-12-28,273.20
2017-12-29,271.75
2018-01-02,272.35
2018-01-03,272.35
2018-01-04,272.35
2018-01-05,272.35
2018-01-08,273.00
2018-01-09,273.00
2018-01-10,273.00
2018-01-11,273.00
2018-01-12,273.00
2018-01-15,273.00
2018-01-16,278.75
2018-01-17,277.45
2018-01-18,276.60
2018-01-19,276.45
2018-01-22,276.45
2018-01-23,276.55
2018-01-24,277.30
2018-01-25,278.15
2018-01-26,276.20
2018-01-29,275.45
2018-01-30,274.70
2018-01-31,272.60
2018-02-01,273.10
2018-02-02,273.30
2018-02-05,273.30
2018-02-06,270.05
2018-02-07,271.25
2018-02-08,271.25
2018-02-09,271.25
2018-02-12,273.40
2018-02-13,273.00
2018-02-14,272.05
2018-02-22,272.05
2018-02-23,274.25
2018-02-26,273.60
2018-02-27,272.95
2018-02-28,269.25
2018-03-01,269.90
2018-03-02,269.90
2018-03-05,269.90
2018-03-06,269.90
2018-03-07,269.90
2018-03-08,269.90
2018-03-09,269.90
2018-03-12,269.90
2018-03-13,269.90
2018-03-14,269.90
2018-03-15,269.90
2018-03-16,270.35
2018-03-19,268.60
2018-03-20,270.40
2018-03-21,268.90
2018-03-22,271.00
2018-03-23,273.00
2018-03-26,274.30
2018-03-27,273.65
2018-03-28,272.45
2018-03-29,269.80
2018-03-30,269.00
2018-04-02,269.25
2018-04-03,271.30
2018-04-04,269.60
2018-04-09,269.70
2018-04-10,269.70
2018-04-11,272.80
2018-04-12,272.80
2018-04-13,272.80
2018-04-16,272.80
2018-04-17,273.70
2018-04-18,273.70
2018-04-19,273.70
2018-04-20,273.50
2018-04-23,273.65
2018-04-24,273.65
2018-04-25,273.65
2018-04-26,269.60
2018-04-27,267.50
2018-05-02,267.50
2018-05-03,270.50
2018-05-04,270.65
2018-05-07,270.65
2018-05-08,270.00
2018-05-09,270.00
2018-05-10,270.00
2018-05-11,270.00
2018-05-14,270.00
2018-05-15,270.00
2018-05-16,267.60
2018-05-17,266.30
2018-05-18,266.60
2018-05-21,265.90
2018-05-22,266.55
2018-05-23,266.95
2018-05-24,268.40
2018-05-25,269.45
2018-05-28,268.45
2018-05-29,269.10
2018-05-30,269.90
2018-05-31,269.85
2018-06-01,268.75
2018-06-04,267.30
2018-06-05,267.05
2018-06-06,267.55
2018-06-07,267.50
2018-06-08,267.35
2018-06-11,268.20
2018-06-12,267.75
2018-06-13,267.75
2018-06-14,267.70
2018-06-15,268.65
2018-06-19,271.00
2018-06-20,270.70
